round,id1,id2,bid1,bid2
6147,13,8,defect,defect
6148,24,14,defect,defect
6149,16,15,cooperate,defect
6150,4,9,defect,defect
6151,5,3,defect,defect
6152,6,10,defect,defect
6153,7,20,defect,cooperate
6154,11,17,defect,defect
6155,12,1,defect,cooperate
6156,23,18,defect,defect
6157,14,22,cooperate,cooperate
6158,11,8,defect,cooperate
6159,2,20,cooperate,cooperate
6160,15,6,defect,defect
6161,3,10,defect,defect
6162,24,9,defect,defect
6163,12,4,defect,defect
6164,13,21,cooperate,cooperate
6165,5,1,defect,defect
6166,17,18,defect,defect
6167,23,7,defect,defect
6168,16,19,defect,defect
6169,16,7,cooperate,defect
6170,23,24,defect,defect
6171,15,2,defect,cooperate
6172,1,6,cooperate,cooperate
6173,21,17,cooperate,cooperate
6174,12,11,defect,defect
6175,10,18,cooperate,defect
6176,3,20,cooperate,cooperate
6177,14,22,cooperate,cooperate
6178,8,19,defect,defect
6179,4,13,defect,defect
6180,5,9,defect,defect
6181,10,9,defect,defect
6182,23,20,defect,cooperate
6183,3,7,cooperate,cooperate
6184,21,18,defect,cooperate
6185,14,8,cooperate,defect
6186,1,19,cooperate,cooperate
6187,16,2,defect,cooperate
6188,22,5,defect,defect
6189,11,24,defect,defect
6190,15,6,defect,defect
6191,4,12,defect,defect
6192,13,17,cooperate,cooperate
6193,12,18,defect,defect
6194,20,22,cooperate,cooperate
6195,8,9,defect,defect
6196,10,1,cooperate,cooperate
6197,7,17,cooperate,cooperate
6198,14,21,cooperate,cooperate
6199,15,5,defect,defect
6200,23,2,defect,cooperate
6201,19,6,cooperate,cooperate
6202,11,16,cooperate,defect
6203,13,4,defect,defect
6204,24,3,defect,defect
6205,17,11,defect,cooperate
6206,19,24,defect,cooperate
6207,22,7,defect,defect
6208,12,23,defect,defect
6209,15,8,defect,defect
6210,3,5,defect,defect
6211,6,13,cooperate,cooperate
6212,9,18,defect,defect
6213,10,1,cooperate,cooperate
6214,16,4,defect,defect
6215,21,20,cooperate,cooperate
6216,2,14,cooperate,cooperate
6217,4,20,defect,cooperate
6218,18,23,defect,defect
6219,8,21,cooperate,cooperate
6220,10,11,cooperate,defect
6221,5,1,defect,cooperate
6222,2,14,cooperate,cooperate
6223,3,13,cooperate,cooperate
6224,17,15,defect,defect
6225,16,12,defect,defect
6226,22,9,defect,defect
6227,19,24,defect,defect
6228,6,7,cooperate,cooperate
6229,5,4,defect,defect
6230,18,3,defect,defect
6231,8,13,defect,defect
6232,17,20,cooperate,cooperate
6233,23,7,defect,defect
6234,6,19,cooperate,cooperate
6235,22,15,defect,defect
6236,11,1,cooperate,cooperate
6237,24,2,cooperate,cooperate
6238,14,16,defect,defect
6239,21,10,cooperate,cooperate
6240,12,9,defect,defect
6241,12,6,defect,defect
6242,17,19,cooperate,cooperate
6243,18,11,defect,defect
6244,13,23,defect,defect
6245,14,16,defect,defect
6246,4,22,defect,defect
6247,1,2,cooperate,cooperate
6248,8,5,defect,defect
6249,10,21,cooperate,cooperate
6250,15,24,defect,cooperate
6251,3,7,cooperate,cooperate
6252,20,9,cooperate,defect
6253,20,22,cooperate,cooperate
6254,23,4,defect,defect
6255,21,18,cooperate,cooperate
6256,10,17,cooperate,defect
6257,1,5,cooperate,defect
6258,12,8,defect,defect
6259,24,7,cooperate,cooperate
6260,19,14,cooperate,cooperate
6261,16,15,cooperate,defect
6262,13,9,defect,defect
6263,11,2,defect,cooperate
6264,3,6,cooperate,cooperate
6265,10,3,cooperate,defect
6266,12,11,defect,cooperate
6267,20,14,cooperate,cooperate
6268,2,1,cooperate,cooperate
6269,24,18,defect,defect
6270,4,21,defect,defect
6271,15,9,defect,defect
6272,8,22,defect,defect
6273,7,13,cooperate,cooperate
6274,23,5,defect,defect
6275,19,17,cooperate,cooperate
6276,6,16,defect,defect
6277,4,5,defect,defect
6278,1,7,cooperate,cooperate
6279,14,20,cooperate,cooperate
6280,13,16,defect,defect
6281,12,3,defect,defect
6282,9,15,defect,defect
6283,17,21,cooperate,cooperate
6284,18,24,defect,defect
6285,22,2,cooperate,cooperate
6286,23,19,defect,defect
6287,10,8,defect,defect
6288,6,11,defect,defect
6289,17,13,cooperate,cooperate
6290,22,3,defect,defect
6291,16,20,defect,cooperate
6292,5,4,defect,defect
6293,18,12,defect,defect
6294,14,9,defect,defect
6295,19,1,cooperate,cooperate
6296,15,10,defect,defect
6297,11,23,cooperate,defect
6298,21,24,defect,defect
6299,7,2,defect,cooperate
6300,6,8,defect,cooperate
6301,6,9,defect,defect
6302,23,11,defect,defect
6303,5,24,defect,defect
6304,13,8,defect,cooperate
6305,22,7,defect,defect
6306,16,4,defect,defect
6307,2,1,cooperate,cooperate
6308,21,19,cooperate,cooperate
6309,14,18,cooperate,cooperate
6310,3,12,defect,defect
6311,17,10,cooperate,cooperate
6312,15,20,defect,cooperate
6313,1,21,cooperate,cooperate
6314,9,15,defect,defect
6315,11,23,cooperate,defect
6316,24,8,cooperate,defect
6317,20,10,cooperate,cooperate
6318,5,17,defect,defect
6319,3,7,cooperate,cooperate
6320,12,2,defect,cooperate
6321,4,6,defect,defect
6322,16,13,defect,defect
6323,18,19,defect,defect
6324,14,22,cooperate,cooperate
6325,14,13,cooperate,cooperate
6326,19,2,cooperate,cooperate
6327,6,5,defect,defect
6328,16,17,defect,defect
6329,21,22,cooperate,cooperate
6330,1,10,cooperate,cooperate
6331,7,8,defect,defect
6332,3,23,defect,defect
6333,9,18,defect,defect
6334,24,12,defect,defect
6335,4,15,defect,defect
6336,20,11,cooperate,cooperate
6337,4,15,defect,defect
6338,22,5,defect,defect
6339,24,2,cooperate,cooperate
6340,21,14,cooperate,cooperate
6341,17,10,cooperate,defect
6342,8,13,defect,cooperate
6343,19,7,cooperate,cooperate
6344,11,6,defect,defect
6345,16,3,defect,defect
6346,1,12,defect,defect
6347,23,18,defect,defect
6348,20,9,cooperate,defect
6349,24,1,defect,defect
6350,5,15,defect,defect
6351,6,9,defect,defect
6352,7,4,defect,defect
6353,19,14,cooperate,cooperate
6354,13,22,cooperate,cooperate
6355,17,23,defect,defect
6356,20,12,cooperate,defect
6357,10,2,cooperate,cooperate
6358,8,18,cooperate,defect
6359,21,16,defect,defect
6360,11,3,defect,defect
6361,24,2,cooperate,cooperate
6362,8,9,defect,defect
6363,3,18,defect,defect
6364,20,13,cooperate,cooperate
6365,10,22,cooperate,defect
6366,5,6,defect,defect
6367,12,14,defect,defect
6368,4,15,defect,defect
6369,7,19,cooperate,cooperate
6370,1,11,cooperate,defect
6371,17,21,cooperate,cooperate
6372,23,16,defect,cooperate
6373,11,22,cooperate,defect
6374,1,24,defect,defect
6375,12,4,defect,defect
6376,15,5,defect,defect
6377,2,10,cooperate,cooperate
6378,17,7,cooperate,cooperate
6379,9,3,defect,defect
6380,19,20,cooperate,cooperate
6381,23,8,defect,defect
6382,18,13,cooperate,cooperate
6383,16,14,defect,defect
6384,6,21,cooperate,cooperate
6385,21,14,cooperate,cooperate
6386,9,18,defect,defect
6387,20,13,cooperate,cooperate
6388,12,22,defect,defect
6389,19,1,cooperate,cooperate
6390,11,3,cooperate,defect
6391,17,5,defect,defect
6392,23,4,defect,defect
6393,10,8,defect,cooperate
6394,7,16,cooperate,defect
6395,6,24,defect,defect
6396,15,2,defect,cooperate
6397,2,16,cooperate,defect
6398,13,14,cooperate,cooperate
6399,23,6,defect,defect
6400,12,9,defect,defect
6401,22,18,cooperate,cooperate
6402,8,10,cooperate,cooperate
6403,15,4,defect,defect
6404,5,24,defect,defect
6405,7,3,cooperate,cooperate
6406,19,17,cooperate,cooperate
6407,1,20,cooperate,cooperate
6408,21,11,cooperate,cooperate
6409,23,6,defect,defect
6410,1,5,cooperate,defect
6411,17,10,defect,cooperate
6412,3,13,cooperate,cooperate
6413,11,7,cooperate,defect
6414,19,16,defect,defect
6415,20,4,cooperate,defect
6416,12,2,defect,cooperate
6417,15,22,defect,defect
6418,9,18,defect,defect
6419,8,24,defect,cooperate
6420,21,14,cooperate,cooperate
6421,5,23,defect,defect
6422,9,6,defect,defect
6423,10,2,cooperate,cooperate
6424,1,16,defect,defect
6425,15,3,defect,defect
6426,14,12,defect,defect
6427,19,7,cooperate,cooperate
6428,22,20,cooperate,cooperate
6429,24,18,defect,defect
6430,4,13,defect,defect
6431,11,8,cooperate,defect
6432,21,17,cooperate,cooperate
6433,1,15,defect,defect
6434,7,6,cooperate,cooperate
6435,22,10,cooperate,cooperate
6436,17,24,defect,defect
6437,4,18,defect,defect
6438,19,16,defect,defect
6439,2,14,cooperate,cooperate
6440,23,21,defect,defect
6441,20,3,cooperate,cooperate
6442,12,9,defect,defect
6443,8,13,defect,defect
6444,11,5,defect,defect
6445,21,4,defect,defect
6446,16,20,defect,cooperate
6447,18,17,defect,defect
6448,5,22,defect,defect
6449,23,14,defect,defect
6450,6,11,defect,cooperate
6451,19,7,cooperate,cooperate
6452,12,3,defect,defect
6453,13,15,defect,defect
6454,8,9,cooperate,defect
6455,1,10,cooperate,defect
6456,24,2,cooperate,cooperate
6457,17,15,defect,defect
6458,18,23,defect,defect
6459,24,16,defect,defect
6460,1,8,defect,cooperate
6461,14,13,cooperate,cooperate
6462,10,7,cooperate,defect
6463,3,19,cooperate,cooperate
6464,6,2,cooperate,cooperate
6465,22,12,defect,defect
6466,11,21,cooperate,cooperate
6467,4,5,defect,defect
6468,9,20,defect,cooperate
6469,1,3,cooperate,cooperate
6470,16,21,defect,defect
6471,15,19,defect,defect
6472,18,8,defect,cooperate
6473,9,10,defect,defect
6474,20,12,cooperate,defect
6475,24,5,defect,defect
6476,6,23,defect,defect
6477,14,2,cooperate,cooperate
6478,17,4,defect,defect
6479,7,11,defect,defect
6480,13,22,cooperate,cooperate
6481,11,9,defect,defect
6482,3,5,defect,defect
6483,15,19,defect,defect
6484,7,13,cooperate,cooperate
6485,1,22,cooperate,cooperate
6486,6,21,cooperate,cooperate
6487,10,20,cooperate,cooperate
6488,24,14,defect,defect
6489,2,4,cooperate,defect
6490,16,17,defect,defect
6491,18,12,defect,defect
6492,23,8,defect,defect
6493,19,9,defect,defect
6494,23,20,defect,cooperate
6495,5,12,defect,defect
6496,24,3,defect,defect
6497,6,21,cooperate,cooperate
6498,1,16,defect,defect
6499,11,7,cooperate,defect
6500,4,13,defect,defect
6501,15,22,defect,defect
6502,14,8,defect,defect
6503,2,18,cooperate,cooperate
6504,17,10,cooperate,defect
6505,16,19,cooperate,defect
6506,1,17,cooperate,cooperate
6507,2,4,cooperate,defect
6508,23,12,defect,defect
6509,13,3,cooperate,cooperate
6510,11,20,cooperate,cooperate
6511,21,5,defect,defect
6512,9,10,defect,defect
6513,8,22,defect,defect
6514,18,15,defect,defect
6515,24,14,defect,defect
6516,6,7,cooperate,cooperate
6517,23,14,defect,defect
6518,1,2,cooperate,cooperate
6519,6,20,cooperate,cooperate
6520,15,21,defect,defect
6521,9,8,defect,defect
6522,12,3,defect,defect
6523,5,11,defect,cooperate
6524,22,10,cooperate,defect
6525,4,7,defect,defect
6526,17,16,defect,defect
6527,19,24,defect,defect
6528,13,18,cooperate,defect
6529,2,8,cooperate,defect
6530,16,23,cooperate,defect
6531,18,1,defect,cooperate
6532,19,5,defect,defect
6533,10,9,defect,defect
6534,15,22,defect,defect
6535,24,4,defect,defect
6536,6,14,cooperate,cooperate
6537,3,12,defect,defect
6538,13,21,cooperate,cooperate
6539,11,20,cooperate,cooperate
6540,17,7,cooperate,cooperate
6541,13,21,cooperate,cooperate
6542,5,14,defect,defect
6543,8,3,cooperate,defect
6544,19,4,defect,defect
6545,7,15,defect,defect
6546,22,10,defect,defect
6547,16,23,defect,defect
6548,1,2,cooperate,cooperate
6549,6,20,cooperate,cooperate
6550,17,9,defect,defect
6551,18,12,defect,defect
6552,11,24,defect,cooperate
6553,20,13,cooperate,cooperate
6554,1,22,cooperate,cooperate
6555,8,19,defect,defect
6556,9,18,defect,defect
6557,12,23,defect,defect
6558,24,11,defect,defect
6559,5,7,defect,defect
6560,10,16,defect,defect
6561,14,6,cooperate,cooperate
6562,17,4,defect,defect
6563,21,3,cooperate,cooperate
6564,2,15,cooperate,defect
6565,4,10,defect,defect
6566,14,11,cooperate,defect
6567,6,15,defect,defect
6568,17,21,cooperate,cooperate
6569,13,18,defect,defect
6570,16,8,cooperate,cooperate
6571,1,12,defect,defect
6572,5,20,defect,cooperate
6573,7,9,defect,defect
6574,23,2,defect,cooperate
6575,22,24,defect,cooperate
6576,3,19,cooperate,cooperate
6577,5,7,defect,defect
6578,24,18,defect,defect
6579,15,14,defect,defect
6580,6,23,defect,defect
6581,17,1,cooperate,cooperate
6582,2,20,cooperate,cooperate
6583,4,12,defect,defect
6584,19,10,defect,cooperate
6585,9,11,defect,defect
6586,21,3,cooperate,cooperate
6587,16,13,defect,defect
6588,22,8,defect,defect
6589,21,11,cooperate,defect
6590,17,22,cooperate,cooperate
6591,13,10,cooperate,defect
6592,9,23,defect,defect
6593,12,2,defect,cooperate
6594,18,14,cooperate,defect
6595,8,4,defect,defect
6596,24,5,defect,defect
6597,1,6,cooperate,cooperate
6598,3,20,cooperate,cooperate
6599,7,19,cooperate,cooperate
6600,15,16,defect,defect
6601,6,2,cooperate,cooperate
6602,18,24,defect,defect
6603,14,13,cooperate,cooperate
6604,5,8,defect,cooperate
6605,10,16,defect,defect
6606,1,11,defect,defect
6607,9,20,defect,cooperate
6608,3,17,cooperate,cooperate
6609,4,12,defect,defect
6610,15,22,defect,defect
6611,7,21,defect,defect
6612,19,23,defect,defect
6613,4,9,defect,defect
6614,13,5,defect,defect
6615,10,23,defect,defect
6616,17,21,cooperate,cooperate
6617,15,3,defect,defect
6618,12,19,defect,defect
6619,7,1,cooperate,cooperate
6620,14,11,defect,cooperate
6621,16,8,defect,cooperate
6622,2,6,cooperate,cooperate
6623,20,18,cooperate,cooperate
6624,24,22,defect,defect
6625,4,2,defect,cooperate
6626,10,16,cooperate,defect
6627,8,23,cooperate,defect
6628,21,11,cooperate,defect
6629,9,22,defect,defect
6630,5,17,defect,defect
6631,1,13,cooperate,cooperate
6632,19,6,cooperate,cooperate
6633,15,7,defect,defect
6634,12,14,defect,defect
6635,18,3,defect,defect
6636,20,24,cooperate,defect
6637,3,5,defect,defect
6638,2,9,cooperate,defect
6639,23,21,defect,defect
6640,17,14,cooperate,cooperate
6641,11,6,cooperate,cooperate
6642,20,12,cooperate,defect
6643,16,18,defect,defect
6644,15,1,defect,defect
6645,4,22,defect,defect
6646,19,10,defect,cooperate
6647,13,24,defect,defect
6648,7,8,defect,defect
6649,13,9,defect,defect
6650,1,7,cooperate,cooperate
6651,20,3,cooperate,cooperate
6652,5,22,defect,defect
6653,10,18,defect,defect
6654,23,15,defect,defect
6655,16,21,defect,defect
6656,14,19,cooperate,cooperate
6657,11,4,defect,defect
6658,12,8,defect,defect
6659,6,17,cooperate,cooperate
6660,24,2,cooperate,cooperate
6661,1,8,cooperate,cooperate
6662,5,12,defect,defect
6663,21,15,defect,defect
6664,19,10,defect,cooperate
6665,6,16,defect,defect
6666,22,11,defect,defect
6667,17,13,cooperate,cooperate
6668,24,7,cooperate,cooperate
6669,9,20,defect,cooperate
6670,2,4,cooperate,defect
6671,23,3,defect,defect
6672,18,14,cooperate,cooperate
6673,24,6,defect,defect
6674,10,13,cooperate,defect
6675,11,15,cooperate,defect
6676,20,21,cooperate,cooperate
6677,3,12,defect,defect
6678,17,4,defect,defect
6679,19,18,defect,defect
6680,8,7,cooperate,defect
6681,2,1,cooperate,cooperate
6682,14,5,defect,defect
6683,22,23,defect,defect
6684,9,16,defect,defect
6685,6,5,defect,defect
6686,9,3,defect,defect
6687,4,16,defect,defect
6688,21,2,cooperate,cooperate
6689,22,24,cooperate,defect
6690,12,23,defect,defect
6691,10,19,defect,defect
6692,1,8,cooperate,defect
6693,14,7,cooperate,cooperate
6694,11,17,defect,cooperate
6695,18,13,defect,defect
6696,15,20,defect,cooperate
6697,10,6,defect,defect
6698,20,22,cooperate,cooperate
6699,3,19,cooperate,cooperate
6700,12,11,defect,cooperate
6701,14,23,defect,defect
6702,9,2,defect,cooperate
6703,15,13,defect,defect
6704,24,5,defect,defect
6705,4,18,defect,defect
6706,7,21,defect,defect
6707,8,1,defect,cooperate
6708,17,16,defect,defect
6709,21,3,cooperate,cooperate
6710,5,22,defect,defect
6711,23,13,defect,defect
6712,12,8,defect,defect
6713,7,20,defect,cooperate
6714,18,2,cooperate,cooperate
6715,16,11,cooperate,cooperate
6716,10,6,defect,defect
6717,19,9,defect,defect
6718,14,4,defect,defect
6719,17,24,defect,defect
6720,15,1,defect,defect
6721,11,5,defect,defect
6722,9,17,defect,defect
6723,2,7,cooperate,defect
6724,12,1,defect,defect
6725,6,21,cooperate,cooperate
6726,23,22,defect,defect
6727,19,13,cooperate,cooperate
6728,4,20,defect,cooperate
6729,16,15,defect,defect
6730,10,14,defect,defect
6731,8,18,defect,defect
6732,24,3,defect,defect
6733,15,22,defect,defect
6734,14,19,cooperate,cooperate
6735,2,18,cooperate,cooperate
6736,8,24,cooperate,defect
6737,12,13,defect,defect
6738,20,17,cooperate,cooperate
6739,3,11,defect,cooperate
6740,6,16,defect,defect
6741,10,1,defect,defect
6742,5,7,defect,defect
6743,23,9,defect,defect
6744,4,21,defect,defect
6745,7,18,defect,defect
6746,12,22,defect,defect
6747,5,3,defect,defect
6748,21,4,defect,defect
6749,13,16,defect,defect
6750,6,11,cooperate,cooperate
6751,2,14,cooperate,cooperate
6752,15,17,defect,defect
6753,10,1,defect,cooperate
6754,19,8,defect,defect
6755,9,24,defect,defect
6756,20,23,cooperate,defect
6757,22,3,defect,defect
6758,18,12,defect,defect
6759,20,9,cooperate,defect
6760,16,1,defect,defect
6761,10,6,cooperate,defect
6762,21,5,defect,defect
6763,24,14,defect,defect
6764,8,4,defect,defect
6765,17,23,defect,defect
6766,7,15,defect,defect
6767,19,2,cooperate,cooperate
6768,11,13,defect,defect
6769,22,16,defect,cooperate
6770,14,17,cooperate,cooperate
6771,18,5,defect,defect
6772,11,9,defect,defect
6773,1,2,cooperate,cooperate
6774,24,7,cooperate,cooperate
6775,20,15,cooperate,defect
6776,10,3,defect,defect
6777,19,12,defect,defect
6778,13,8,defect,defect
6779,6,4,defect,defect
6780,21,23,defect,defect
6781,5,2,defect,cooperate
6782,7,20,defect,cooperate
6783,13,9,defect,defect
6784,16,19,cooperate,defect
6785,6,21,cooperate,cooperate
6786,10,24,cooperate,defect
6787,8,23,cooperate,defect
6788,3,4,defect,defect
6789,14,1,cooperate,cooperate
6790,22,15,defect,defect
6791,11,18,cooperate,defect
6792,17,12,defect,defect
6793,3,13,cooperate,cooperate
6794,4,20,defect,cooperate
6795,21,12,defect,defect
6796,5,8,defect,defect
6797,17,11,defect,defect
6798,24,14,defect,defect
6799,2,1,cooperate,cooperate
6800,9,15,defect,defect
6801,16,23,defect,defect
6802,18,19,defect,defect
6803,7,6,cooperate,cooperate
6804,22,10,defect,defect
6805,9,6,defect,defect
6806,11,1,defect,defect
6807,4,21,defect,defect
6808,8,10,defect,defect
6809,15,19,defect,defect
6810,20,17,cooperate,cooperate
6811,3,23,defect,defect
6812,2,5,cooperate,defect
6813,13,12,defect,defect
6814,24,14,defect,defect
6815,18,22,cooperate,cooperate
6816,16,7,defect,defect
6817,7,20,defect,cooperate
6818,15,22,defect,defect
6819,6,11,cooperate,defect
6820,2,19,cooperate,cooperate
6821,12,24,defect,defect
6822,3,10,defect,defect
6823,23,21,defect,defect
6824,1,9,defect,defect
6825,13,8,defect,defect
6826,4,14,defect,defect
6827,18,16,defect,defect
6828,5,17,defect,defect
6829,22,12,defect,defect
6830,2,3,cooperate,cooperate
6831,10,17,defect,defect
6832,21,18,cooperate,cooperate
6833,20,13,cooperate,cooperate
6834,7,24,cooperate,defect
6835,4,15,defect,defect
6836,23,9,defect,defect
6837,11,1,cooperate,defect
6838,5,6,defect,defect
6839,8,16,cooperate,defect
6840,19,14,cooperate,cooperate
6841,3,2,cooperate,cooperate
6842,10,23,defect,defect
6843,1,12,defect,defect
6844,24,7,cooperate,defect
6845,19,13,cooperate,cooperate
6846,21,17,cooperate,cooperate
6847,20,9,cooperate,defect
6848,16,11,cooperate,cooperate
6849,5,15,defect,defect
6850,8,4,defect,defect
6851,14,6,cooperate,cooperate
6852,18,22,cooperate,cooperate
6853,23,24,defect,defect
6854,12,18,defect,defect
6855,11,21,cooperate,defect
6856,17,3,cooperate,cooperate
6857,19,5,defect,defect
6858,1,9,defect,defect
6859,8,14,defect,cooperate
6860,15,10,defect,defect
6861,6,20,cooperate,cooperate
6862,22,13,cooperate,cooperate
6863,7,2,defect,cooperate
6864,16,4,cooperate,defect
6865,23,5,defect,defect
6866,18,11,defect,defect
6867,6,13,cooperate,cooperate
6868,15,12,defect,defect
6869,17,21,cooperate,cooperate
6870,3,4,defect,defect
6871,10,14,cooperate,defect
6872,9,22,defect,defect
6873,7,1,cooperate,cooperate
6874,24,16,defect,defect
6875,2,8,cooperate,cooperate
6876,20,19,cooperate,cooperate
6877,2,8,cooperate,defect
6878,4,19,defect,defect
6879,5,17,defect,defect
6880,6,1,cooperate,cooperate
6881,21,7,defect,defect
6882,10,24,defect,defect
6883,20,13,cooperate,cooperate
6884,15,12,defect,defect
6885,11,22,defect,cooperate
6886,14,23,defect,defect
6887,16,18,defect,defect
6888,9,3,defect,defect
6889,24,14,defect,defect
6890,2,12,cooperate,defect
6891,5,17,defect,defect
6892,8,21,defect,cooperate
6893,22,1,cooperate,cooperate
6894,6,19,cooperate,cooperate
6895,7,10,defect,defect
6896,15,18,defect,defect
6897,9,23,defect,defect
6898,3,4,defect,defect
6899,13,20,cooperate,cooperate
6900,11,16,cooperate,defect
6901,19,2,cooperate,cooperate
6902,12,18,defect,defect
6903,23,22,defect,defect
6904,9,3,defect,defect
6905,6,16,defect,defect
6906,13,14,cooperate,cooperate
6907,24,21,defect,defect
6908,17,8,defect,defect
6909,7,11,defect,defect
6910,5,20,defect,cooperate
6911,1,4,defect,defect
6912,10,15,defect,defect
6913,12,8,defect,defect
6914,22,6,cooperate,cooperate
6915,15,7,defect,defect
6916,9,23,defect,defect
6917,24,19,cooperate,defect
6918,10,1,defect,defect
6919,21,16,defect,defect
6920,3,4,defect,defect
6921,13,20,cooperate,cooperate
6922,11,17,cooperate,defect
6923,5,18,defect,defect
6924,2,14,cooperate,cooperate
6925,16,14,defect,defect
6926,15,3,defect,defect
6927,24,20,defect,cooperate
6928,4,13,defect,defect
6929,19,11,defect,cooperate
6930,1,17,cooperate,cooperate
6931,5,6,defect,defect
6932,9,12,defect,defect
6933,2,8,cooperate,defect
6934,22,23,defect,defect
6935,18,7,defect,defect
6936,10,21,defect,cooperate
6937,1,3,cooperate,cooperate
6938,14,8,defect,defect
6939,2,5,cooperate,defect
6940,15,12,defect,defect
6941,23,24,defect,defect
6942,10,13,defect,cooperate
6943,9,20,defect,cooperate
6944,18,21,defect,cooperate
6945,6,22,cooperate,cooperate
6946,7,17,cooperate,cooperate
6947,19,16,defect,cooperate
6948,4,11,defect,defect
6949,15,5,defect,defect
6950,3,6,cooperate,cooperate
6951,23,12,defect,defect
6952,22,7,defect,defect
6953,24,20,defect,cooperate
6954,9,16,defect,defect
6955,10,17,cooperate,defect
6956,4,21,defect,defect
6957,13,11,defect,defect
6958,18,1,defect,defect
6959,14,2,cooperate,cooperate
6960,8,19,defect,defect
6961,19,23,defect,defect
6962,8,1,cooperate,defect
6963,4,20,defect,cooperate
6964,14,6,cooperate,cooperate
6965,18,16,defect,defect
6966,24,13,defect,defect
6967,10,7,defect,defect
6968,3,17,cooperate,cooperate
6969,21,22,cooperate,cooperate
6970,12,2,defect,cooperate
6971,15,11,defect,cooperate
6972,9,5,defect,defect
6973,22,15,defect,defect
6974,21,23,defect,defect
6975,2,11,cooperate,defect
6976,16,6,defect,defect
6977,4,14,defect,defect
6978,13,10,defect,defect
6979,20,19,cooperate,cooperate
6980,1,9,defect,defect
6981,17,8,defect,defect
6982,12,24,defect,defect
6983,18,5,defect,defect
6984,7,3,cooperate,cooperate
6985,2,12,cooperate,defect
6986,23,9,defect,defect
6987,18,13,cooperate,defect
6988,5,19,defect,defect
6989,16,7,defect,defect
6990,14,21,cooperate,cooperate
6991,1,3,cooperate,cooperate
6992,10,6,defect,cooperate
6993,11,4,defect,defect
6994,15,24,defect,defect
6995,8,22,cooperate,defect
6996,17,20,cooperate,cooperate
6997,9,21,defect,defect
6998,18,23,defect,defect
6999,11,7,defect,defect
7000,19,14,cooperate,cooperate
7001,13,3,cooperate,cooperate
7002,22,12,defect,defect
7003,17,8,defect,defect
7004,2,20,cooperate,cooperate
7005,24,15,defect,defect
7006,16,6,defect,defect
7007,1,4,defect,defect
7008,10,5,defect,defect
7009,24,21,defect,defect
7010,12,13,defect,defect
7011,18,10,defect,cooperate
7012,2,3,cooperate,cooperate
7013,23,19,defect,defect
7014,7,4,defect,defect
7015,22,9,defect,defect
7016,15,8,defect,defect
7017,20,14,cooperate,cooperate
7018,6,11,defect,cooperate
7019,17,16,defect,defect
7020,5,1,defect,defect
7021,16,6,defect,defect
7022,1,20,cooperate,cooperate
7023,11,21,defect,cooperate
7024,5,4,defect,defect
7025,17,8,defect,defect
7026,15,10,defect,defect
7027,13,24,defect,defect
7028,12,7,defect,defect
7029,19,3,cooperate,cooperate
7030,22,18,cooperate,cooperate
7031,23,9,defect,defect
7032,2,14,cooperate,cooperate
7033,5,21,defect,defect
7034,17,2,cooperate,cooperate
7035,4,6,defect,defect
7036,12,20,defect,cooperate
7037,18,8,defect,defect
7038,22,23,defect,defect
7039,14,24,defect,defect
7040,1,3,cooperate,cooperate
7041,16,7,defect,defect
7042,15,11,defect,defect
7043,19,13,cooperate,cooperate
7044,10,9,defect,defect
7045,12,24,defect,defect
7046,23,22,defect,defect
7047,13,8,defect,defect
7048,17,3,cooperate,cooperate
7049,6,5,defect,defect
7050,19,4,defect,defect
7051,18,14,cooperate,cooperate
7052,1,9,defect,defect
7053,15,21,defect,defect
7054,7,10,defect,defect
7055,16,20,defect,cooperate
7056,2,11,cooperate,defect
7057,13,20,cooperate,cooperate
7058,9,16,defect,defect
7059,7,5,defect,defect
7060,15,2,defect,cooperate
7061,23,19,defect,defect
7062,3,1,cooperate,cooperate
7063,10,24,defect,defect
7064,12,8,defect,cooperate
7065,17,11,cooperate,defect
7066,18,6,defect,defect
7067,4,22,defect,defect
7068,14,21,cooperate,cooperate
7069,19,14,cooperate,cooperate
7070,1,17,cooperate,cooperate
7071,4,9,defect,defect
7072,6,10,defect,defect
7073,23,20,defect,cooperate
7074,21,18,cooperate,cooperate
7075,15,11,defect,cooperate
7076,5,3,defect,defect
7077,24,8,cooperate,defect
7078,13,16,defect,defect
7079,12,2,defect,cooperate
7080,22,7,defect,defect
7081,3,20,cooperate,cooperate
7082,7,8,defect,defect
7083,23,16,defect,defect
7084,22,6,cooperate,cooperate
7085,13,21,cooperate,cooperate
7086,9,14,defect,defect
7087,19,10,defect,cooperate
7088,15,17,defect,defect
7089,5,4,defect,defect
7090,18,12,defect,defect
7091,2,11,cooperate,cooperate
7092,1,24,defect,defect
7093,12,1,defect,cooperate
7094,19,4,defect,defect
7095,18,15,defect,defect
7096,24,8,defect,cooperate
7097,22,11,defect,cooperate
7098,5,13,defect,defect
7099,17,2,cooperate,cooperate
7100,16,20,defect,cooperate
7101,23,10,defect,defect
7102,14,21,cooperate,cooperate
7103,9,7,defect,defect
7104,3,6,cooperate,cooperate
7105,14,2,cooperate,cooperate
7106,16,19,defect,defect
7107,1,6,cooperate,cooperate
7108,7,3,cooperate,cooperate
7109,5,15,defect,defect
7110,20,11,cooperate,cooperate
7111,23,9,defect,defect
7112,4,24,defect,defect
